SOAAADD12AB018A9DD	TRNCENP12903C9EF3A
SOAAUFH12A6D4F8F61	TRIFGPR128F1461B7F
SOAAUGN12AB01830B6	TRANZDA12903CAF67D
SOAAUHC12AB0189366	TROYWGI12903CC1AC5
SOAAUHH12AB0181B9D	TRWJBJA128F932DD94
SOAAUII12A8C142C05	TRDHJZL128F92F31BA
SOAAUJC12A8C13B1BD	TRDWZFV128F426E2B2
SOAAUJP12A8C1394AF	TRVFFCB128F4272B87
SOAAUKC12AB017F868	TRLIRZM128F92EB29E
SOAAULO12AB018A4D3	TRQAEVE12903CA6A41
SOAAUMF12A8C144D68	TRUZNPT128F92FA0D6
SOAAUNY12AB01890CF	TRCZYIT12903CB9822
SOAAUOG12A6D4FA650	TRVUPLK128F14953A2
SOAAUPC12AAA8C861F	TRJVQNR128F92DC53D
SOAAUPD12A67020166	TRGHFDR128E0785DF7
SOAAUQK12AB017BBB9	TRHBIFN128F930037E
SOAAUQN12A6701BED4	TRLYSQR128F14956B4
SOAAUQQ12A6701F48B	TRQICYC128E078B37E
SOAAUTO12A6701D172	TRSBRQT128F9312A56
SOAAUVF12A58A7D58C	TRAWXQQ128E07856F0
SOAAUVM12A8C138680	TRFBNDK128F4277C43
SOAAUWY12A6D4FD9F3	TRHLUZH128F424C6F3
SOAAUXE12AB017C82A	TRQBIDF128F92F0BFC
SOAAUZK12A8C13F0F8	TRONTCD128F42A0154
SOAAUZS12A8C14666F	TRHAJSU128F92D7967
SOAAUZT12AC9072528	TRQHPYR12903CEE6E1
SOAAVAP12A58A79ECE	TRQUMSC128F4262042
SOAAVEP12AAF3B244C	TRWUHKV128F92D82A1
SOAAVER12A8C1416AB	TRDWDIV128F92C259B
SOAAVHR12AC9072D7D	TRWLZWZ12903CFCB29
SOAAVHZ12AB017E497	TRCNWLG128F9315768
SOAAVJM12A8C13A354	TRWBANT128F4284F3E
SOAAVJU12A67ADCB7E	TRTXCYO128E07959E8
SOAAVKD12AB018B4C3	TRGQAKU128F93438FD
SOAAVLZ12A6701DC97	TRGLNJT128E078E60B
SOAAVLZ12AC960DDAC	TROVBGC12903CF70E3
SOAAVME12A8C131953	TRYJIDI128F423CF71
SOAAVNU12A6D4F65BA	TRHLQXZ128F92F3E3E
SOAAVQK12A6D4F76E0	TRAUNWD128F14703EA
SOAAVSZ12AB0183837	TRDBKQZ128F9303D8D
SOAAVTA12A670208D6	TRJEPZL128E078D751
SOAAVUD12A8C13223F	TROEDWL128F4236FF1
SOAAVUV12AB0186646	TRKDYZS12903CDB570
SOAAVXE12AB0182CC7	TRWWLEH128F92F2ACC
SOAAVXG12A6D4F7777	TRAKGBO128F1452039
SOAAVXV12A8C13C0A0	TRTMAKQ128F427AC95
SOAAVXV12AB018084D	TRBDLIB128F9316E18
SOAAVYM12A8C13C43C	TRAROFN128F427C09A
SOAAWCD12A8C13BD7B	TRYGSHH128F4269B28
SOAAWEE12A6D4FBEC8	TRKFBKX128F4292AE1
SOAAWEE12A8C1377A0	TROPQKS128F42801D5
SOAAWIM12A8C140297	TROMQDF128F4284E36
SOAAWIZ12AF72A6E02	TRPXAVN128F931C26A
SOAAWLG12A6D4F8D80	TRZBROK128F147B520
SOAAWLU12AC3DF752A	TRLGKEQ12903CE4832
SOAAWMY12A6D4F81C1	TRBUJJH128F145F816
SOAAWNT12AB017A325	TRBQEHV128F92FE1D8
SOAAWPR12A8C13AE17	TRCEOSH128F428F35C
SOAAWQZ12A8C138B2B	TRWPUIG128F427DB64
SOAAWRC12A6D4F77B2	TRCLNEP128F145FB47
SOAAWSG12AB01902E0	TRPVYRC12903CE18FF
SOAAWTN12A8C136483	TRRTFJM128F424F5B1
SOAAWUC12A81C22D33	TRODZJB128F423CF55
SOAAWUF12AB018962B	TRMJJQJ12903CD0B9C
SOAAWVV12A6D4F752E	TROGSFM128F1468937
SOAAWVZ12A58A7B0C7	TRRWOOP128F427F33F
SOAAWXJ12AC4689356	TRDQSQR12903D0548C
SOAAWYA12AB0187DBB	TRBPTSP12903CB7CA1
SOAAXAA12A6D4F5E4A	TRHLOQE128F148604D
SOAAXAB12A58A79EE3	TRTGCKK12903CB03D2
SOAAXAM12A8C13C25D	TRZWCYT128F933ADC9
SOAAXAU12AB01853D0	TRTTCDR12903CB8C60
SOAAXAZ12A6701CC77	TRAGCKG128E07876F8
SOAAXBS12A8C13C21E	TRXQCAW128F42931FE
SOAAXCR12AB017C019	TRWXVQF128F92EB598
SOAAXDI12AB01809C5	TRKBEHR128F933CF04
SOAAXEQ12A6D4F7B4C	TROPTST128F147913B
SOAAXEV12A6D4FA21C	TRAXPSE128F4239053
SOAAXFF12AB017DA80	TRXLBOF128F92E718F
SOAAXGA12A58A7CD4B	TRLOWOK128F931B064
SOAAXIZ12A8C1318B3	TRTXGPQ128F423E1B5
SOAAXJB12AB0186E11	TRSLCDC12903CC663B
SOAAXLA12A8C132708	TRTIUDL128F4238E3D
SOAAXNY12AB018A5E6	TRYXWBU12903CD056C
SOAAXOQ12A6D4F79C4	TRSBEFK128F146084A
SOAAXRF12A8AE45DED	TRLXCJK128F4258629
SOAAXRF12AB0180DD4	TRVWOJG128F9321FE6
SOAAXRL12A81C21BFB	TRJFACN12903D0703D
SOAAXRS12A67020A0C	TRUSZCX128E078FE6A
SOAAXSX12A6D4F8727	TRQLOTT128F1473728
SOAAXTA12A8C143E01	TRIGSSQ128F932B0C5
SOAAXUI12A6D4F9936	TRADQWQ128F148356A
SOAAXUV12B0B80823D	TRTBOOW128EF3409B8
SOAAXVK12AB017CD3D	TRJFIKX128F93037AE
SOAAXVR12A6D4FBBBC	TRSPMJN128F4219AA9
SOAAXWU12AB018C9AB	TRGQDPV12903CE1F77
SOAAXWU12AC3DFB5B8	TRKUJRU12903D05625
SOAAXXE12A8C13745D	TRRSPUE128F425396B
SOAAXYX12A8C133B77	TRAFJFE128F426478A
SOAAYAR12AB018C987	TRJVOHN12903CD299B
SOAAYAS12AB0187FB9	TRNHBSZ128F93349DE
SOAAYDM12A6D4F73BE	TRZDGNY128F1455957
SOAAYGA12AB01854A6	TRHMVEE128F933E318
SOAAYGU12A8C13C812	TRRYTGQ128F427E8D8
SOAAYHN12AC468D2E7	TRVFIKX12903CF5DE0
SOAAYHQ12A6D4F7B88	TRNEJBL128F145C583
SOAAYHR12A6D4F6EDC	TRUQVZL128F933BEE8
SOAAYIQ12A8A9D7F88	TRPVIFV128F4256C97
SOAAYIR12A8C134C8E	TRSMVYF128F426A5F5
SOAAYLU12A6701D5F6	TRZNBPV128E078DADC
SOAAYMC12AB0180A23	TRIWIEQ128F9336FBC
SOAAYNH12A6D4F9FB2	TRTBEKV128F148A0C0
SOAAYPD12AB01856A4	TRGRULO128F428EF44
SOAAYQG12A8C133101	TRPDQPO12903CEFA2E
SOAAYQZ12A58A79CFD	TRBWNZF128F930D3F2
SOAAYRB12AB0184B94	TRAQQZQ128F9367404
SOAAYSW12AB0180081	TRTJHPO128F9323769
SOAAYVU12A8AE46C8B	TRHACRH128F423BF37
SOAAYVV12A8C1358F7	TRXUQWS128F4249F85
SOAAYWQ12A8C13D92A	TRRQKRI12903CD5D1C
SOAAYXD12A58A79881	TRCADAE128F424C047
SOAAYZR12AF72A4219	TRRXWHB128F9315774
SOAAYZZ12A67ADE312	TRFCEHO128EF33FB77
SOAAZAS12A58A7D96D	TRJSKVD128F4276589
SOAAZBS12AB0187B62	TRBNJFE128F9342833
SOAAZBX12AC9075A04	TRGTTIQ12903CF74D5
SOAAZEF12AB018CAD2	TRIBHEZ12903CCDB72
SOAAZEO12A6D4FAC48	TRWKRNV128F148B3AD
SOAAZGU12A8C13A707	TRMDWKH128F4274BF0
SOAAZHN12A6702151F	TRMFHLA128E07930C9
SOAAZHT12A8C13610A	TRQMRJR128F4248271
SOAAZHW12AF72A9FC2	TRTRUTE128F92FFB68
SOAAZIK12AAF3B4CF3	TRLYNPJ128F92F757E
SOAAZIZ12A8C140ECC	TRNMFHZ128F429C4FC
SOAAZJK12A8C13BD02	TRUCTWX128F92EF889
SOAAZKF12A8C136758	TRWZQAT128F932E1A7
SOAAZKJ12A8C13A472	TRYEBMW128F429FA76
SOAAZKZ12A81C1F738	TRFCVYX128F422A593
SOAAZLH12B0B809FEE	TRJKTYJ128E07832B4
SOAAZMD12AF729EC2A	TRFATUK128F93274A1
SOAAZNX12A6D4F5EF8	TRHDUFR128F145A634
SOAAZPG12A6D4F8D8B	TRQQYKP128F1482484
SOAAZPK12A8C13A709	TRIBWZH128F428C2AB
SOAAZSL12A8C14047D	TREJXUW128F428A73F
SOAAZSP12A6701C564	TRFPIMU128E07916A1
SOAAZTZ12A8C131D62	TRCVOLK128F423EA9C
SOAAZUT12AAF3B50AF	TRIVWID128F9304CAD
SOAAZWG12A67020697	TRNAGMR128E078D169
SOAAZWJ12A8C13FAC2	TRJIIYK128F428A122
SOAAZWW12A8AE460E9	TRANDPI128F425AF41
SOAAZXD12A8C13963C	TRHUAKS128F428B84E
SOABAAK12A8C136F8A	TRLRXNA128F4273B42
SOABAAU12AB01860F8	TRBUDFM12903C9E25E
SOABACG12A8C13A01A	TRRWQAC128F42716EF
SOABADJ12A81C20A37	TRYVBLD128F4226342
SOABADV12A8C131FF9	TRLKTUZ128F426A1C4
SOABAEC12A6D4F82DF	TRPJXWC128F1469DF5
SOABAEK12A8C13E728	TRNXTEY128F428B4D8
SOABAFF1288D401889	TRRGAOI128F426F5D9
SOABAFM12A8C1320D5	TRBCGUU128F4260884
SOABAGK12A58A7E5B5	TROCZWM128F1462611
SOABAGT12A8C140CDB	TRJDSAX128F93088FB
SOABAHX12A58A7EBB3	TRFQZUE128F146ED01
SOABAKM12A6D4F8931	TRMZQRZ128F147277C
SOABAKX12A6D4FAFBA	TRUCGOP128F14AB1B2
SOABALV12A58A7ACA0	TRPBROA128F42818FA
SOABANH12A8C13C5B4	TRQUFJX128F429B5EF
SOABAOO12AB01854E0	TRULYWI128F932B98D
SOABAPD12A6D4FA0AF	TRRRWMC128F1490E6F
SOABASO12A58A77F8F	TRQECGT12903CA738F
SOABATN12A8C138862	TRHFYZZ12903CEE999
SOABATO12A8C13BE86	TRLSXEV128F92E98F4
SOABATQ12AB0188F1E	TRJYJSC12903CF2A08
SOABAVA12A58A7BAC1	TRBXSSU128E078D820
SOABAXH12AB0186BD0	TRWDTFY128F9337AB9
SOABAXH12AB018821C	TRXSSIJ12903CC4E68
SOABAXV12AC468C471	TRLHSXO12903D07367
SOABAYD12A8C13AFF7	TRMUSRW128F4273478
SOABAZS12A8C13EA6A	TROOWRZ128F42875C7
SOABBAM12AB01832D4	TRIEJFE128F92FA60C
SOABBBA12A8C13F791	TRYUGPW128F93497F7
SOABBCD12AF729FE7C	TRNBZKH128F4290361
SOABBDJ12AC468C537	TRRNPQC12903CFD4E1
SOABBDQ12AAF3B2B08	TRVTUSN128F92DD958
SOABBEM12AB017F13E	TRYQVSB128F931AFC2
SOABBES12AF72ACF1E	TRVBDGB128F42A75AA
SOABBFJ12A6701F307	TRHXGXT128F424C238
SOABBHE12AB0183A11	TRXIASD128F9338A73
SOABBHO12AF729FE72	TRXQEZX128F428CBD9
SOABBIF12A67ADF8A8	TRWSBRN128EF34209C
SOABBJU12AB017FA34	TRMVQUI128F92F08B6
SOABBKZ12A8C141F8C	TREBAUZ128F92EED1B
SOABBMN12A8C13AE17	TRNFJKO128F4272D18
SOABBMO12AB01813D3	TRFCTEX128F930C77F
SOABBNQ12A8C13EFC4	TRVENVU128F42B657B
SOABBSX12AB0188F1D	TRMQOSW12903CE6D4A
SOABBTI12A58A7D711	TROGDHN128F934C06F
SOABBUA12A6701F70E	TRNGWEF128F1459073
SOABBVH12AF72A5B57	TRAFFCA128F92CC7FE
SOABBVP12A58A7CFF4	TRQDGYO128F426B2D5
SOABBVS12AB018EEB0	TREYFWL12903CDFACE
SOABBVU12AB01852AF	TRKXQKD128F9350ADF
SOABBXP12AB018D0BC	TRVKQJR12903CD505D
SOABBYY12A58A7BACC	TRIUKFG128F422D8B3
SOABBYY12AB0181CB0	TRJIUKE128F92FBC65
SOABCBI12A67AE1F27	TRURRPY128E079755F
SOABCBQ12AB018E4A5	TRBDYBX12903CE1DAE
SOABCBR12A8C138D3A	TRIHEQV128F4290977
SOABCCP12A8C131B00	TRHBMIC12903CEE2F3
SOABCCV12A8C13698A	TRTPFVG128F4254D1F
SOABCEU12A8C132027	TRAAWCO128F423A29B
SOABCGY12A8C1354EA	TRCHMDU128F4260A88
SOABCHK12A8C13572B	TRQHCRN128F425E7FC
SOABCJX12AB01883A3	TROCCQH12903CBD30A
SOABCKN12AB017C5DF	TRZFZFR128F931A81F
SOABCNE12AB01889D4	TRWPBDJ128F934813D
SOABCQM12A8C131294	TROAHQN128F930CBE2
SOABCQO12AAF3B2F32	TRWQFOA128F92F6DC0
SOABCRR12AB018834E	TRJWGXH12903CD74B8
SOABCVM12B35049507	TRHEPYD128F42896AF
SOABCWK12AB018DB69	TRZDOHB12903CC3E7C
SOABCZW12AB01824F6	TRZRRYX128F93157D4
SOABDAE12A6701E3FD	TREHKMK128E07859C1
SOABDEG12A8C1431E3	TRIMVON12903CD8459
SOABDEW12A6D4FA001	TRTMVXM128F147D013
SOABDHG12AB018561F	TRXZPZR12903CC7812
SOABDKG12A8C13BC9E	TRULQYF128F428FB71
SOABDKL12A6701D928	TRZSJFN128E078460E
SOABDLP12AB0185F76	TRMLBAY128F930E169
SOABDOM12A6701D452	TRXVSVN128E0789D14
SOABDUD12A58A7B02C	TRXHTMM128F4289A10
SOABDVI12A6D4F8FDC	TRGTWSL128F147C3C1
SOABDWI12AB0183AD8	TRPMNZZ128F93157AA
SOABDXV12AB01808E5	TROVHGG128F93181C9
SOABDYC12A81C1FBD9	TRQAVJV128F42354CA
SOABEAK12A8C145E0E	TRKAIJR128F93127B7
SOABEAM12A67ADA4D7	TRQXNHD128E0795040
SOABEBN12A8C138704	TRINHNG128F4262438
SOABEBN12AB0183349	TRDUJJS128F9316A9A
SOABEDQ12A58A7B668	TRPQBMU12903CCE343
SOABEEE12AB0182C19	TRFASPL128F92E022B
SOABEEH12A8C133EE4	TRGZWPG128F4273EE9
SOABEEH12AB0187A74	TRXGJQK128F934AD91
SOABEEK12A8C14173F	TRTSNES128F92F86AE
SOABEHI12A8C136843	TRTILTN128F426D14C
SOABEHL12A8C13AD91	TRDDYHC128F426CC92
SOABEJG12A6D4F9D31	TRTCZHI128E07946D7
SOABEMQ12AB018654B	TRWRLHA12903CB3648
SOABEMU12A8C13B54F	TRXLJFC128F92FC348
SOABENU12A8C142C87	TRSEZGY128F92E2DC4
SOABEQI12A8C140F12	TRNVSEG128F92D6B18
SOABERL12A8C130D4F	TRPYYJJ128F423E216
SOABESB12A8C1358D5	TRCUQVF128F4261385
SOABESS12A67ADD315	TRTPMOU128F1481983
SOABEVR12AB017CE3F	TRNANBB128F92FE57A
SOABEWY12AF72A636E	TROPORN12903CF1CF8
SOABEXB12A67ADAF0E	TRFSIGO12903D09F78
SOABEZL12AAF3B1F1E	TRRIMBA12903CBF03E
SOABFBL12A8C13F75D	TREYQHZ128F9301910
SOABFDN12A6D4F7711	TRVMTAW128EF3651D6
SOABFGS12AB0185F03	TRIPNWQ128F931E69E
SOABFHL12AC3DF6253	TRHCTHA12903D0244B
SOABFIJ12AB017F894	TRGJECV128F930C9F7
SOABFIK12A81C20CF2	TRMACZQ128F4221DEB
SOABFIL12AB01857DB	TRVJWLU128F930B8FF
SOABFJM12AB0188AE9	TRMRSAJ12903CE1D26
SOABFKV12A8C13D831	TRNJNPR128F42883FB
SOABFOY12A6D4F8790	TRLMFFR128F147438A
SOABFPB12A6D4F7E70	TRTKEII128F145841A
SOABFPW12A6D4FA04A	TRGXHGI128F14715AB
SOABFQB12A8C140171	TRTLHTH128F42AE871
SOABFQI12A58A7D162	TRATHPX128F9341B8A
SOABFQJ12AB0183C89	TRFXPXE128F933B1E7
SOABFUP12AB0185694	TRLDZDL12903CD3294
SOABFVC12A8AE48E3E	TRITONL128F42424DB
SOABFVJ12AF72A4554	TROXYHY12903CDB416
SOABFVL12AB01817F9	TRIIBNU128F935A165
SOABFWN12A6D4F8D02	TRPMZWS12903D10CCA
SOABFYA12A6D4F7AD5	TRXZRUN128F145B8E0
SOABFYW12A6D4F7E63	TRHHPPL128F1466A97
SOABFZE12AB0189A10	TRMGBPF128F9347957
SOABGAJ12AB0184566	TRQBJIK128F92F7AD8
SOABGBB12A58A7C90B	TRSLRPM128F935E3D0
SOABGBC12A6D4F666C	TRYTNRN12903CF258E
SOABGBW12AB0182325	TRRYRRA128F92E8F5B
SOABGCL12A8C1414D1	TRINXUC128F429C867
SOABGEV12A8C13A7FE	TRJYINE128F4270833
SOABGFJ12AB0184200	TRYOCTF128F9303A29
SOABGGI12A58A76A79	TRHQPOD128F1489D1B
SOABGGK12AB0183719	TRWCONZ128F42824B2
SOABGGZ12AB018529B	TRFFFHS128F93360A4
SOABGHF12AB0183DB7	TRGMTSI128F931C297
SOABGIK12A8C139631	TRWSQQO128F426D0B7
SOABGJE12AB0180B63	TRQCHLL128F9319CA9
SOABGKU12AB0183083	TRPDTXY128F930D4D4
SOABGLJ12A6D4F89A2	TRPVFLZ128F1459CDF
SOABGLT12A8C13B169	TRFLTPV128F4274B1A
SOABGML12A8C138463	TRQWFST128F93322AD
SOABGOB12A6701D1FA	TRHDPWS128E0792432
SOABGOV12AB0189964	TRTBIJS128F933B366
SOABGQW12AB017CFB2	TROOZEY128F9308A4F
SOABGRG12A6701C4BF	TRSESBQ128E078FD6B
SOABGRO12A58A7D1A6	TRPBAWJ128F4220E24
SOABGRY12AB018CFD4	TRJAEAB12903CE8809
SOABGSW12AB0182C40	TRLQNJF128F92E7D81
SOABGTM12AC4688122	TRJDISZ12903CFE879
SOABGTN12A8C142850	TRSKBGD128F92D25CB
SOABGTO12A8C13698B	TRRJLCV128F424F7CD
SOABGUD12A8C1410A1	TRXFWFK128F42AB95D
SOABGUZ12AF72AA498	TRUMMCL128F9328EF5
SOABGWW12AF729E537	TRXKLZN128E0786427
SOABGXO12AB018CA24	TRQDEYR12903CBF9A3
SOABGZH12AB0181D31	TRKRTTH128F92EC4B2
SOABGZI12A6D4FD80A	TRSMCHY128F424BF9D
SOABGZY12AB018B950	TRPGFDE12903CDCA8E
SOABHAD12AB0184B3F	TRUHXCQ128F932D517
SOABHCK12A67AE0357	TRTDPSR128EF345D2F
SOABHDW12A6D4F8099	TRJVXVM128F1464F39
SOABHEW12A8C13FC60	TRZIHTK128F4288186
SOABHHB12A8AE49A9D	TRXXSQZ128F423A7B2
SOABHHB12AB0189F2F	TRXLUZB12903CBFD9A
SOABHIG12A8C13FC8C	TRPTSHE128F427ADA0
SOABHIM12A6D4FA42B	TRPZJGQ128F14844C5
SOABHLC12A8C139339	TRJEITO128F4277D0C
SOABHMR12A67ADA631	TRZMDTO128F92D2212
SOABHNH12A6D4F8196	TRJPNXW128F146B64A
SOABHNP12A8AE46E82	TRWLGWD128F932294E
SOABHOC12A6D4F4278	TRKGOQX128F145C824
SOABHQL12A8C142109	TRTNKWM128F42AC924
SOABHQQ12A8C137D16	TRCOETM128F4257030
SOABHQW12A8C136A62	TRMBZXH128F4284438
SOABHQW12AB0183DAB	TREBZJP128F92F6E35
SOABHRQ12AB0181844	TRAQWOS128F9316331
SOABHSF12AB0182977	TRAFSYI128F9306348
SOABHTM12AB0186BF9	TRWGGHT12903CC4554
SOABHVK12A6D4FA3D1	TRVPNCN128F4243F3D
SOABHWI12AB0187C48	TRLZRTQ128F934AF54
SOABHXF12A8C130F3F	TRQXGFM128F4263D9B
SOABHXS12AB01827DC	TRURMUQ128F931ED40
SOABHXT12AB0189F4D	TRHQJZC12903CC2E89
SOABHYE12AB01811C2	TRYFHIL128F92FBF06
SOABHYQ12A8C13D8FF	TRAPUXC128F427A9D1
SOABHYV12A6D4F6D0F	TRZVDKI128EF367614
SOABHZB12A6D4F75E8	TRHPBIW128EF3639B7
SOABICY12A8AE488FD	TRXZRCG128F4228CEB
SOABIDT12AB017CAB8	TRBSSHM128F92F9138
SOABIDZ12AC468BDD4	TRFZDTB12903D049FB
SOABIHI12A8C137A01	TRZFMXB128F4269469
SOABIIV12A8C141804	TRJHQZF12903CA415A
SOABIJB12A8C13CE44	TRFFJZG128F429E9B7
SOABIMT12A81C232AE	TRHSTRK128F422E092
SOABINE12A58A790E8	TRHOEAU12903CCA11E
SOABIOA12A8C140AFD	TRLGPHW12903D02431
SOABIPQ12A8C13E385	TRLPXCZ128F42B70BC
SOABIQO12A58A7C1CD	TRYPVWN128F9320A97
SOABIQQ12A58A78264	TRSVXCB128E0784EF8
SOABISN12A670203E1	TRQXWLS128F92D7F71
SOABITD12A6D4F8125	TRJXHCY128F147B078
SOABITH12AF72A12E8	TRUTTWJ128F92FA0AB
SOABITL12A58A7D326	TRCPVIE128F42BAA43
SOABIVB12A8C136FAC	TRLWMPL128F4252953
SOABIVH12AF729EF28	TRDFNIE128F429357F
SOABIXN12AB0189F35	TRHSVEP12903CCF7F2
SOABIXP12A8C135F75	TRAHEZV128F427738D
SOABIYU12A8C13294E	TRMWBLU128F423423C
SOABJAF12A6D4FAD38	TRSHDJE128F14A1E04
SOABJBT12A81C23592	TRKATMW128F9306015
SOABJBU12A8C13F63F	TRUDZCV128F42811F6
SOABJCE12A6D4FE835	TRBBEBO128F4230A8D
SOABJCJ12AC3DF7E74	TRDBOKT12903CEE0E9
SOABJGZ12A58A7D2E2	TRVCROE128E078B31D
SOABJIP12A8C131C64	TRIGPUW128F4248735
SOABJIV12A58A7BD2B	TROJFWL128EF3523D4
SOABJJV12A8C1335F0	TRCHMPR128F930267C
SOABJKZ12A81C22003	TRGSFYM12903CCFCBB
SOABJPT12A8C13365A	TRIRQIN128F42696E5
SOABJQJ12A8C138B20	TRCZIJK128F428FDAD
SOABJSX12AB018620B	TRYUWUZ128F931A38F
SOABJTC12A58A7DE0E	TRSEDXJ128F933BCA2
SOABJVC12AB0181D51	TRPDIJZ128F933D0B6
SOABJVD12AB017D43B	TRXGATR128F92F8D38
SOABJVH12AC4685FEA	TRCASFZ12903D05F51
SOABJVL12A8C136016	TRWICQX128F426BE71
SOABJVU12A58A7D0CF	TRYFBSG128F1480EB7
SOABJWB12A58A7804E	TRNJQJM128F42995F0
SOABJWB12AB018983A	TRSNWAH128F9333BCA
SOABJXM12AB018DEB8	TRTCMEL12903CB23E5
SOABJYB12AB0186D49	TRZWAZY12903CD116A
SOABJYM12A6D4FA271	TREEKZH128F1495873
SOABJYR12A6701C47C	TRTAIBE128E07878F7
SOABKAJ12A58A7C9F9	TRSBTCC128F9303867
SOABKAX12AB01870D5	TRRWBMD128F932E24F
SOABKCO12A8C13D42C	TRDDHTB128F427259E
SOABKEM12AC3DF4879	TRZNNUH12903CDDF6B
SOABKFP12A8C13BA09	TRSQKRN128F4293B06
SOABKHH12AB018F3F6	TRJKIZL12903CE0172
SOABKIV12A8C13EA15	TRIOGGB128F42912C4
SOABKIX12A6D4F9B9B	TRWBODA128F14A435A
SOABKKE12AB018BE5A	TRVAPRP12903CBEF02
SOABKOR12A8C13DC0A	TRMKKOZ128F427C1D1
SOABKST12A6D4F812F	TRPZBYJ128F14685AE
SOABKTL12AC468D10D	TRLDGDX12903D1167A
SOABKUM12AB0183D73	TRYNRYS128F933FF18
SOABKVZ12A8C1447D2	TROPCYL128F92E528C
SOABKYI12A58A7FFB1	TRHCRQU128E07818BE
SOABKZD12AB017F366	TREREZN12903CF3D05
SOABKZH12A8C139D56	TRVYIHG128F4277E27
SOABKZP12A8C13D881	TRGJRAP128F4296C91
SOABKZR12A8C13F516	TRTYICJ128F428A33D
SOABLAF12AB018E1D9	TRABUMO12903CBE25F
SOABLAN12A6D4F88FC	TRFPOHB128F1465CD0
SOABLDO12AB017A6A2	TRHAZEU128F9305898
SOABLEF12A67FFB388	TRQUZQV128EF342D68
SOABLFI12A6D4F8570	TRWWHCG128F1460CEC
SOABLFN12A8C13EB53	TRLMJZG128F427D113
SOABLMH12AAA15E6C1	TROLCGD128F92D456E
SOABLNA12A6D4F8E02	TRKXDRD128F147205A
SOABLNL12AB0187B25	TRDTJDN12903CAB32F
SOABLNP12A8C135DC9	TRASCLQ128F423CAD0
SOABLOU12AB0182F90	TRAFLYS128F932B6E0
SOABLQG12AB01902A5	TRTHLCJ12903CDB8E4
SOABLQX12A8151AF77	TRKFYBA128F423268F
SOABLRG12A67ADA723	TRZEBVD128F422FCEB
SOABLRP12AB0189DA1	TRNQDDD128F934B0B0
SOABLRQ12A6D4FD54A	TRKJEBJ128F42276FC
SOABLSH12A8C137DEE	TRMKHAA128F42649F5
SOABLUY12AC3DF6B5E	TRLOUDL12903CE9195
SOABLXX12AB0181846	TRNWWSB128F933E966
SOABLYC12AB0181A8B	TROLDOI12903CE2EC1
SOABMAX12A8C13C1C0	TRQPDQS128F4271851
SOABMEN12A8AE485DE	TRKZTYF128F4241926
SOABMEQ12A6D4FCC36	TRUGSTI128F4277F3E
SOABMEZ12AB0183704	TRQEECB128F92CF78C
SOABMFS12A8C13B5D9	TRLTYFN128F426457C
SOABMHA12AB0188F67	TRRIOFR12903CBD68B
SOABMHQ12AB018533F	TRQNZZR128F93268F5
SOABMIZ12A8C13CFDE	TRYGRIO128F429C191
SOABMLJ12A81C2166B	TRWLMEJ128F424FCA7
SOABMLL12AB018059A	TRCFJYJ12903CEAA44
SOABMLR12AB0185EB7	TRVZCZC12903CDCB11
SOABMLY12AF72A86B1	TRLAVNZ128F92E4275
SOABMNB12A58A7CEB6	TRERALX12903CA4304
SOABMRX12AB017D914	TRZFETJ128F92E2127
SOABMVE12AC3DF9822	TRLITZK12903D0553A
SOABMVK12A58A7B9E3	TRQHFHL128F42879F2
SOABMXQ12A8C13B911	TRUVLVV128F4285F95
SOABMYV12AC468A19D	TRDVZZY12903CE6D06
SOABMYY12A8C1362D1	TRRDSWF128F4285B05
SOABMZE12AB0188BFC	TRDPPYB128F9326276
SOABMZS12AB0187BB9	TRDWHNR128F933CAEC
SOABNAJ12A6D4F8C40	TRCVNBG128F147D9C1
SOABNBI12A8C13F890	TRABVMC128F429679B
SOABNHU12A8C136CD4	TRHGEYV128F4277AF1
SOABNIG12AB01819CF	TRVUGEC128F932CA97
SOABNLC12A8C13CD03	TRMLYLV128F42A038E
SOABNLP12A6D4F87F4	TRKLTXF128F145F09F
SOABNNO12A8C1440BC	TRBODIB128F92F5E45
SOABNPB12A8C13E009	TRSBRRH128F42A2051
SOABNPC12A8C13A9CC	TRABEWN128F426B96F
SOABNPM12A58A7943A	TRHQVGB128F422B0F1
SOABNPQ12A6D4F74EC	TRUXFJO128F1488317
SOABNPW12A6D4FC9B5	TRARWBK128F1486DF1
SOABNQV12A58A7CEDE	TRRCMTY128F9317DA9
SOABNRC12AB01844D6	TRJOXQS12903CB65DE
SOABNSW12A6D4F9628	TRLYEUJ128E0783BC6
SOABNTD12A58A7DB2E	TRVMPTV128F427B970
SOABNVJ12A58A7E7FB	TRAVLOL128F428206C
SOABNYI12A6D4F9CE8	TRKFOBS128E0781245
SOABODY12A6D4F6D6A	TRTTXZN128EF3638E9
SOABOEH12AB0182783	TRNCGOW12903CDD02B
SOABOEP12A6D4F820B	TRFGOSD128F1469055
SOABOEV12A8C13B957	TRGFBOS128F42927E8
SOABOEY12AB0183FA2	TRIWXVU128F9342EB8
SOABOFA12AB017AF78	TRXVYWL128F92E1432
SOABOFN12A8C13EBBC	TRBFVLU128F42BBAAB
SOABOFQ12A6D4F86A4	TRMVUVO128F1455C38
SOABOHM12AB018509C	TRQXYRW128F146B8C8
SOABOHV12A81C22C1C	TRZQBYV128F422C5B3
